Product_id,Sales_USD,quantity,Price_USD,COGS_USD,Date_Time,Account_id,Gross_Profit,Profit_Margin,Product_Family,Product_Family_Id,Product_Group,Product_Group_id,Product_Name,Product_Name_id,Product_Size,Produt_Type,country_code,Account,Master_id,latitude2,longitude,country2,Postal_code,street_name,Street_number
2520,9374.47,229.12,40.91510999,7968.2995,2023-11-04,1983--1,1406.1704999999993,14.999999999999995,Elatinaceae,1062,Chilean Waterwort,3347,Lithospermum multiflorum Torr. ex A. Gray,2520,Medium,Indoor,SE,"Homenick, Johnson and Kris",1638,62.3946271,17.2842162,Sweden,851 78,Northview,835
2267,7595.58,718.16,10.57644536,6661.32366,2023-10-22,1338--810,934.2563399999999,12.299999999999999,Physciaceae,1134,Rinodina Lichen,3649,Sporobolus R. Br.,2267,Medium,Landscape,FR,Schuster-Rutherford,1199,48.5228354,2.6377136,France,77193 CEDEX,Vidon,0
2985,12513.22,702.82,17.80430267,10961.58072,2022-09-02,1860-92077 CEDEX-8271,1551.6392799999994,12.399999999999995,Fabaceae,1066,Ticktrefoil,3427,Luculia intermedia Hutch.,2985,Medium,Outdoor,BR,Pfeffer and Sons,2092,-20.9827531,-48.0563942,Brazil,14180-000,Delladonna,3
2262,9804.16,925.56,10.59267903,6549.17888,2023-12-28,1738-30034 CEDEX 1-89,3254.9811199999995,33.199999999999996,Saxifragaceae,1166,Whiplash Saxifrage,3862,Lycium puberulum A. Gray,2262,Large,Indoor,CN,Wiza-Thiel,1386,31.2303904,121.4737021,China,0,Melvin,6
2412,13551.8,926.72,14.62340297,11017.6134,2022-05-01,1076-61015 CEDEX-8,2534.186599999999,18.699999999999996,Polygonaceae,1143,Hausknecht's Buckwheat,3742,Trifolium haydenii Porter,2412,Large,Landscape,FR,"Medhurst, Bogan and Goodwin",1845,48.8493975,2.4751086,France,94129 CEDEX,Katie,243
2976,17810.67,647.04,27.52638168,10882.31937,2023-04-06,1825--9980,6928.350629999999,38.9,Lamiaceae,1091,Smith's Mint,3504,Lysimachia ×producta (A. Gray) Fernald (pro sp.),2976,Large,Outdoor,CN,Smitham Group,1055,24.6613135,102.3589828,China,0,Stang,3408
2855,11353.84,669.97,16.94678866,5472.55088,2022-01-06,2088-747 51-9,5881.28912,51.800000000000004,Pottiaceae,1149,Convoluted Barbula Moss,3763,Matthiola incana (L.) W.T. Aiton,2855,Small,Outdoor,IE,"Collins, Stroman and Hintz",1395,52.9480781,-7.0472382,Ireland,P56,Milwaukee,71
2156,15283.17,610.15,25.04821765,11783.32407,2023-05-08,1243-861-2236-305,3499.8459299999995,22.899999999999995,Acanthaceae,1000,Acanthus,3000,Elytraria caroliniensis (J.F. Gmel.) Pers. var. angustifolia (Fernald) S.F. Blake,2156,Small,Indoor,SE,Gusikowski LLC,1106,57.8001246,11.9841764,Sweden,425 33,Reindahl,26
2507,11471.06,551.17,20.8121995,4554.01082,2023-02-13,2510--4,6917.049179999999,60.3,Liliaceae,1098,Rosepink Zephyrlily,3533,Tridens eragrostoides (Vasey & Scribn.) Nash,2507,Large,Indoor,MY,"Larson, Gulgowski and Schumm",1696,1.5484759,103.7983752,Malaysia,80902,Schmedeman,7398
2504,17586.12,165.47,106.279809,13787.51808,2022-04-04,2470-9202-353,3798.601919999999,21.599999999999998,Rosaceae,1160,Hawthorn,3811,Trifolium longipes Nutt. ssp. longipes,2504,Small,Landscape,BR,Greenholt Inc,2057,-25.979821,-52.5678016,Brazil,85550-000,Brentwood,7
2070,12975.52,335.3,38.69824038,9835.44416,2022-09-21,2541--7934,3140.0758400000013,24.20000000000001,Cucurbitaceae,1051,Slender Cyclanthera,3297,Bartramiopsis Kindb.,2070,Small,Outdoor,AR,Schowalter-Johnson,1353,-34.6089515,-58.4464356,Argentina,5246,Rieder,9976
2765,5128.52,197.71,25.93960852,4451.55536,2023-07-14,1579-32253-43247,676.9646400000001,13.200000000000001,Dryopteridaceae,1060,Pacific Lacefern,3342,Eucalyptus nitens (H. Deane & Maiden) Maiden,2765,Small,Landscape,AR,"Metz, Murphy and Terry",1462,-36.5337379,-64.0106073,Argentina,6326,Dahle,725
2150,7179.4,48.92,146.7579722,4192.7696,2022-10-15,1466-8111-9601,2986.6304,41.6,Malvaceae,1107,Yucatan Flymallow,3562,Amomum Roxb.,2150,Small,Outdoor,SE,Conroy-Kovacek,1401,56.8744773,16.6629189,Sweden,387 34,Lunder,37
2811,9366.42,162.18,57.75323714,6593.95968,2022-11-01,2321-2419-92552,2772.46032,29.599999999999998,Hookeriaceae,1081,Hookeria Moss,3463,Acacia boomanii Maiden,2811,Small,Indoor,CN,"McLaughlin, Streich and Fahey",2523,41.5220136,111.7047656,China,0,Jenna,9082
2214,16259.47,964.6,16.85617873,7381.79938,2022-06-06,1836-43-356-65157,8877.670619999999,54.599999999999994,Lamiaceae,1091,Origanum,3500,Corymbia K.D. Hill & L.A.S. Johnson,2214,Large,Outdoor,FR,Stark LLC,1124,48.892701,2.233089,France,92901 CEDEX,American,37046
2953,6515.48,789.26,8.255175734,4814.93972,2023-04-28,1266--309,1700.5402799999993,26.09999999999999,Fagaceae,1067,Nuttall Oak,3442,Callirhoe digitata Nutt.,2953,Small,Outdoor,CN,Nolan-Toy,2224,36.7010563,118.9112031,China,0,Buena Vista,74395
2150,8726.63,532.85,16.37727315,5785.75569,2023-04-19,1022--4437,2940.8743099999992,33.699999999999996,Malvaceae,1107,Yucatan Flymallow,3562,Amomum Roxb.,2150,Small,Outdoor,CN,Stokes-Tillman,2285,25.763034,107.701307,China,0,Westend,7044
2913,8217.14,853.52,9.627354954,5735.56372,2023-11-09,1009--69,2481.5762799999993,30.199999999999992,Myrtaceae,1117,Coolabah,3573,Phoenicaulis cheiranthoides Nutt.,2913,Medium,Outdoor,PT,"Runolfsdottir, Torp and Simonis",2447,41.0043316,-8.4313535,Portugal,4540-579,Melody,742
2398,15900.58,687.58,23.12542541,5294.89314,2022-02-25,1447-80000-000-1746,10605.68686,66.7,Isoetaceae,1089,Blackspore Quillwort,3486,Wedelia acapulcensis Kunth var. hispida (Kunth) Strother,2398,Large,Indoor,CN,Conn LLC,2401,23.701262,117.430061,China,0,Pawling,243
2591,9072.58,633.67,14.31751543,7711.693,2024-04-06,1378-963-4603-13122,1360.8869999999997,14.999999999999996,Poaceae,1140,Bosc's Panicgrass,3666,Heterotheca oregona (Nutt.) Shinners var. oregona,2591,Large,Outdoor,TH,Schimmel-Mayert,1109,15.5885562,103.98402,Thailand,45140,School,5651
2725,9337.58,348.33,26.80670628,8058.33154,2023-03-02,1702-53726-29,1279.2484599999998,13.699999999999998,Papaveraceae,1128,Tufted Poppy,3629,Heuchera cylindrica Douglas ex Hook. var. cylindrica,2725,Large,Outdoor,KE,Little Inc,1516,0.202957,35.0978385,Kenya,0,Daystar,7984
2331,15047.98,433.31,34.72797766,8803.0683,2022-08-20,2126--35868,6244.911699999999,41.49999999999999,Asteraceae,1020,Fewleaf Sunflower,3084,Scleria lithosperma (L.) Sw.,2331,Medium,Landscape,CA,Quitzon and Sons,2251,49.18306,-119.5524,Canada,E5L,Elka,4626
2608,16567.06,584.54,28.34204674,14761.25046,2022-05-26,2350-64280-000-4297,1805.809540000002,10.900000000000011,Scrophulariaceae,1167,Hedgehyssop,3874,Astragalus douglasii (Torr. & A. Gray) A. Gray var. douglasii,2608,Large,Indoor,SE,"Schmidt, Wiegand and Crist",2255,56.0660092,12.7332992,Sweden,254 62,Carberry,5
2295,18832.75,489.36,38.48444908,16327.99425,2022-02-21,1845-94129 CEDEX-243,2504.7557500000003,13.3,Fabaceae,1066,Velvet Leaf Senna,3431,Sairocarpus elmeri (Rothm.) D.A. Sutton,2295,Large,Landscape,PT,"Bailey, Zieme and Mante",1664,41.3270528,-8.5541453,Portugal,4785-210,Russell,79
2424,8846.89,911.31,9.70788206,5653.16271,2022-04-13,1855-44-295-2917,3193.72729,36.1,Myrtaceae,1117,Red Ironbark,3578,Piper dilatatum Rich.,2424,Medium,Landscape,CN,Lowe-Tillman,2223,27.974248,120.632896,China,0,Warbler,7383
2421,5198.92,829.15,6.270180305,2781.4222,2023-12-24,1853-2950-137-70,2417.4978,46.5,Ranunculaceae,1155,Arizona Mousetail,3777,Vinca herbacea Waldst. & Kit.,2421,Medium,Indoor,PT,Vandervort-Lebsack,1853,38.5866475,-8.923424,Portugal,2950-137,Orin,70
2502,13614.16,168.22,80.93068601,11803.47672,2022-02-28,1102-05-203-658,1810.6832799999993,13.299999999999995,Cyperaceae,1053,Cherokee Sedge,3305,Hackelia pinetorum (Greene ex A. Gray) I.M. Johnst. var. pinetorum,2502,Large,Landscape,CN,Buckridge LLC,2498,31.918232,119.976948,China,0,Westerfield,3
2790,10058.23,175.11,57.43949517,4827.9504,2022-09-08,2398-76420-000-1154,5230.2796,52.0,Asteraceae,1020,Texas Aster,3140,Sanguisorba minor Scop.,2790,Large,Outdoor,VN,Leuschke-Dicki,1957,20.4416309,106.1081103,Vietnam,0,Messerschmidt,581
2247,9101.1,339.11,26.8381941,3358.3059,2024-02-09,1274--6170,5742.794100000001,63.10000000000001,Betulaceae,1023,Arizona Alder,3159,Alstonia macrophylla Wall. ex G. Don,2247,Medium,Outdoor,PT,Skiles Inc,2198,40.347979,-7.0160004,Portugal,6320-475,Mockingbird,1230
2944,6982.31,770.54,9.061580191,5369.39639,2023-12-08,2234-2520-053-92,1612.9136100000005,23.100000000000005,Asteraceae,1020,Chisos Mountain Brickellbush,3071,Cynoglossum virginianum L.,2944,Medium,Outdoor,JP,Kessler Inc,2181,38.2956138,140.9969841,Japan,985-0862,Warrior,2
2920,11979.07,537.37,22.29203342,7235.35828,2023-05-16,1280--6640,4743.711719999999,39.599999999999994,Caryophyllaceae,1039,Western Pearlwort,3259,Penstemon nitidus Douglas ex Benth. var. nitidus,2920,Large,Landscape,AR,Ernser-Effertz,2046,-34.5204472,-58.5328734,Argentina,6455,Norway Maple,1373
2800,6295.63,421.82,14.92492058,2209.76613,2023-01-26,1209--4,4085.86387,64.9,Cladoniaceae,1043,Pacific Reindeer Lichen,3274,Eucalyptus nitida Hook. f.,2800,Large,Landscape,BR,"Dooley, Boyle and Weissnat",2165,-29.3344108,-49.723909,Brazil,95560-000,Oak Valley,9
2477,9352.71,919.37,10.17295539,3535.32438,2022-12-31,1643-2303-22,5817.385619999999,62.2,Asteraceae,1020,Bog Goldenrod,3062,Liatris lancifolia (Greene) Kittell,2477,Medium,Landscape,BR,"Stracke, Jakubowski and Halvorson",1909,-22.8262707,-43.0152252,Brazil,24000-000,Clarendon,52458
2950,14769.69,801.09,18.4369921,5228.47026,2023-05-28,2188-65765-000-176,9541.21974,64.60000000000001,Amblystegiaceae,1007,Hygrohypnum Moss,3021,Astragalus lentiginosus Douglas ex Hook. var. wilsonii (Greene) Barneby,2950,Large,Indoor,PH,Gislason-Pacocha,2278,14.4547788,120.5851587,Philippines,2133,Northport,37
2330,10248.24,859.81,11.91919145,9079.94064,2023-05-13,1298-38051 CEDEX 9-39,1168.299359999999,11.399999999999991,Rosaceae,1160,Hansen's Cinquefoil,3810,Tephrosia florida (F.G. Dietr.) C.E. Wood,2330,Large,Landscape,BR,Smitham-Collier,1006,-4.6138241,-44.9833395,Brazil,65712-000,Delladonna,5490
2081,10008.13,887.45,11.27740154,7185.83734,2023-04-25,1787-6004-506,2822.292659999999,28.199999999999992,Rosaceae,1160,Elegant Cinquefoil,3809,Ipomoea tiliacea (Willd.) Choisy,2081,Large,Landscape,SE,"Bayer, Padberg and Botsford",1225,60.1960972,17.8961823,Sweden,748 31,Anzinger,9338
2093,13291.62,995.76,13.34821644,7855.34742,2023-05-11,2247-412 86-52,5436.272580000001,40.900000000000006,Dryopteridaceae,1060,Woodfern,3345,Avicennia germinans (L.) L.,2093,Medium,Outdoor,CN,Blanda-Marvin,2193,26.893368,112.572018,China,0,Jana,1413
2074,5657.3,532.15,10.63102509,3875.2505,2022-07-31,2503-21209 CEDEX-1,1782.0495,31.5,Cyperaceae,1053,Australian Flatsedge,3300,Asclepias scaposa Vail,2074,Large,Outdoor,BR,Hickle Group,1280,-24.068741,-46.6512239,Brazil,11730-000,Jenifer,42
2026,18368.28,671.75,27.34392259,9349.45452,2022-01-17,1446--79215,9018.82548,49.1,Garryaceae,1070,Eggleaf Silktassel,3447,Aneilema R. Br.,2026,Small,Landscape,CN,Raynor LLC,1446,23.5958633,120.2858846,China,0,Schmedeman,79215
2853,12144.47,31.58,384.5620646,4262.70897,2022-10-28,2213--197,7881.76103,64.9,Fabaceae,1066,Florida Hoarypea,3394,Eriophorum virginicum L.,2853,Large,Outdoor,CN,O'Connell Group,1457,23.067896,115.027634,China,0,Comanche,563
2877,13871.41,239.72,57.86505089,7088.29051,2024-03-01,2352-2920-347,6783.11949,48.9,Ericaceae,1063,Eastwood's Manzanita,3352,Cladonia transcendens (Vain.) Vain.,2877,Large,Outdoor,BR,Kirlin and Sons,1844,-30.0336816,-52.893221,Brazil,96500-000,Mallard,621
2125,13382.99,390.22,34.29601251,6463.98417,2022-01-13,1576--1731,6919.00583,51.7,Pteridaceae,1151,Indian's Dream,3771,Quercus macrocarpa Michx.,2125,Large,Outdoor,HR,Fadel-Morar,2597,46.004267,16.1190743,Croatia,49246,Debs,60
2498,14552.1,402.12,36.18845121,5951.8089,2023-01-12,1702-53726-29,8600.2911,59.099999999999994,Arecaceae,1015,Syagrus,3049,Horkelia fusca Lindl. ssp. pseudocapitata (Rydb. ex Howell) D.D. Keck,2498,Small,Indoor,KE,Little Inc,1516,0.202957,35.0978385,Kenya,0,Daystar,7984
2027,5766.01,647.94,8.898987561,4814.61835,2022-10-29,2472--631,951.3916500000005,16.50000000000001,Cyperaceae,1053,Manyspike Flatsedge,3314,Aniba Aubl.,2027,Small,Outdoor,PH,Hand Inc,1300,14.5346437,121.0133007,Philippines,6406,Loomis,48661
2094,6012.79,772.42,7.784353072,2182.64277,2022-01-08,2522--59150,3830.14723,63.7,Brassicaceae,1027,Globe Yellowcress,3192,Diospyros digyna Jacq.,2094,Small,Indoor,PH,Kuhn Inc,2470,8.189424,124.086692,Philippines,9202,Marquette,353
2906,14502.08,419.35,34.5822821,5104.73216,2023-07-14,2496-348 15-8,9397.34784,64.8,Caryophyllaceae,1039,Canadian Sandspurry,3249,Bidens campylotheca Sch. Bip.,2906,Large,Indoor,DE,Ziemann-Hodkiewicz,1278,52.5890862,13.3032995,Germany,13509,Randy,765
2081,5034.01,100.51,50.08466819,2411.29079,2023-09-06,2069-96835-43574,2622.71921,52.1,Rosaceae,1160,Elegant Cinquefoil,3809,Ipomoea tiliacea (Willd.) Choisy,2081,Large,Landscape,CZ,Langosh and Sons,2175,49.9469881,18.1870189,Czech Republic,747 20,Sommers,61435
2644,13215.03,494.88,26.70350388,7664.7174,2023-07-02,2498--3,5550.3126,42.0,Brassicaceae,1027,Dudley Bluffs Bladderpod,3188,Chenopodium berlandieri Moq. var. macrocalycium (Aellen) Cronquist,2644,Large,Landscape,CN,Runte and Sons,1492,31.920658,120.284938,China,0,Tomscot,48
2934,8134.52,896.16,9.077084449,3937.10768,2024-02-16,1340-15150-000-2,4197.41232,51.6,Mycoporaceae,1114,Mycoporum Lichen,3569,Veratrum album L. ssp. album,2934,Small,Indoor,PL,Boyer and Sons,1439,53.8044834,21.7303948,Poland,12-201,Kropf,78
2253,18392.15,120.34,152.8348845,10869.76065,2022-05-16,1836-43-356-65157,7522.389350000001,40.900000000000006,Asteraceae,1020,Queen-devil Hawkweed,3120,Diplotomma penichrum (Tuck.) Szat.,2253,Large,Outdoor,FR,Stark LLC,1124,48.892701,2.233089,France,92901 CEDEX,American,37046
2919,6094.76,502.52,12.1283929,4997.7032,2023-04-10,1445-P0T-8,1097.0568000000003,18.000000000000004,Cyperaceae,1053,Capitate Sedge,3304,Senecio hydrophilus Nutt.,2919,Medium,Indoor,PH,"Torp, Schuster and Bayer",1385,11.25111,125.00639,Philippines,6516,Burrows,71699
2188,10430.9,197.37,52.84947054,4318.3926,2023-07-11,1793-6140-77,6112.5073999999995,58.599999999999994,Lichinaceae,1097,Pyrenopsis Lichen,3518,Solorina octospora (Arnold) Arnold,2188,Small,Indoor,AR,Larson-Fritsch,1793,-33.9162938,-64.3897946,Argentina,6140,Manley,77
2550,17761.57,524.76,33.84703483,11456.21265,2023-01-01,1278-13509-765,6305.35735,35.50000000000001,Hydrocharitaceae,1082,Ottelia,3465,Calyptranthes Sw.,2550,Medium,Indoor,CN,O'Reilly-Koss,1371,27.948308,109.599191,China,0,Debra,905
2014,14100.65,485.18,29.06271899,8248.88025,2023-10-09,1512--2241,5851.7697499999995,41.5,Poaceae,1140,Greenland Alkaligrass,3683,Lathyrus vestitus Nutt. ssp. alefeldii (T.G. White) Broich,2014,Medium,Outdoor,CH,"Pouros, Reinger and Wiza",1840,47.3920847,8.5382066,Switzerland,8042,Mosinee,3565
2718,14858.62,258.88,57.39578183,11916.61324,2024-03-25,2559-93214 CEDEX-6,2942.00676,19.8,Poaceae,1140,Bur Bristlegrass,3668,Baccharis neglecta Britton,2718,Small,Outdoor,CN,Walsh-Beer,2213,1.3573565,103.8832261,China,0,Tony,197
2829,16364.82,834.56,19.60891967,14351.94714,2023-06-23,2327-442009-1312,2012.8728599999995,12.299999999999997,Liliaceae,1098,Lady Tulip,3527,Ribes divaricatum Douglas,2829,Medium,Indoor,MY,"Beier, Ziemann and Keebler",1867,3.1523104,101.7178316,Malaysia,50802,Meadow Ridge,620
2704,16915.13,122.79,137.7565763,9489.38793,2022-01-12,1768--650,7425.74207,43.9,Liliaceae,1098,Lilyturf,3528,Aspicilia contigua (Lynge) J.W. Thomson,2704,Small,Landscape,FR,Bayer LLC,2119,43.8324929,4.3662321,France,30028 CEDEX 9,Lyons,46490
2630,10812.03,53.44,202.3209207,7914.40596,2023-01-30,1635--753,2897.6240400000006,26.8,Saxifragaceae,1166,Allegheny Brookfoam,3854,Philoxerus portulacoides A. St. Hil.,2630,Small,Landscape,QA,"Satterfield, Wuckert and Jerde",1209,25.9210961,51.3385684,Qatar,0,Arrowood,4
2620,19748.15,230.26,85.76457049,7326.56365,2023-03-29,1870--4172,12421.586350000001,62.9,Brachytheciaceae,1026,Brachythecium Moss,3182,Centaurea bovina Velen.,2620,Medium,Outdoor,PT,"Zieme, Leuschke and Osinski",2148,41.3006835,-8.4787949,Portugal,4825-171,Mallory,5987
2490,9518.04,260.19,36.5811138,7776.23868,2024-02-03,1821-28205-5546,1741.8013200000005,18.3,Myrtaceae,1117,Mottlecah,3576,Liriope Lour.,2490,Large,Indoor,CN,Hand-Harris,1219,41.1846097,80.3038321,China,0,Maple Wood,665
2735,13364.35,50.51,264.5882004,6976.1907,2023-02-22,2609--6778,6388.1593,47.8,Fagaceae,1067,Bur Oak,3436,Lasthenia leptalea (A. Gray) Ornduff,2735,Large,Landscape,PH,"Stokes, Rohan and Satterfield",1846,14.7292218,121.051001,Philippines,3303,Corry,33
2672,18957.38,854.83,22.17678369,16473.96322,2023-08-09,1677--19757,2483.4167799999996,13.099999999999998,Acarosporaceae,1001,Polysporina Lichen,3009,Canbya Parry ex A. Gray,2672,Small,Landscape,GM,Stehr-Willms,1983,13.5712781,-15.3262905,Gambia,0,Algoma,1
2466,5872.52,640.38,9.170367594,1802.86364,2023-09-17,2526-1697-940,4069.6563600000004,69.30000000000001,Fabaceae,1066,Blunt-leaf Cassia,3377,Bidens asymmetrica (Levl.) Sherff,2466,Large,Indoor,CN,"Hagenes, Legros and Buckridge",1338,27.029507,113.732949,China,0,Spohn,810
2773,9561.14,315.68,30.28744298,5860.97882,2022-02-16,1651-5100-005-23,3700.161179999999,38.699999999999996,Parmeliaceae,1129,Duplicate Tube Lichen,3634,Atriplex sibirica L.,2773,Large,Outdoor,FR,Bogisich Group,1860,48.890054,2.2372792,France,92077 CEDEX,Ludington,8271
2265,5508.99,982.36,5.607913596,3503.71764,2022-09-28,2041-62-620-5195,2005.27236,36.4,Ranunculaceae,1155,Yellow Columbine,3787,Viola pubescens Aiton,2265,Medium,Landscape,FR,"Christiansen, Schimmel and Hahn",1738,43.8324929,4.3662321,France,30034 CEDEX 1,Blackbird,89
2021,14331.79,699.66,20.48393505,5173.77619,2022-11-03,1085-41190-9,9158.01381,63.9,Fabaceae,1066,Argentine Screwbean,3371,Carissa macrocarpa (Eckl.) A. DC.,2021,Small,Landscape,KR,Paucek-Altenwerth,1998,36.6424341,127.4890319,South Korea,0,Bonner,6
2333,5951.87,515.59,11.54380419,3362.80655,2024-03-24,1219--665,2589.06345,43.5,Rosaceae,1160,Arizona Whitefeather,3798,Tetraplasandra flynnii Lowry & K.R. Wood,2333,Medium,Landscape,CN,Hand-Harris,1219,41.1846097,80.3038321,China,0,Maple Wood,665
2130,14987.96,752.78,19.91014639,6160.05156,2023-06-04,2423--1,8827.90844,58.9,Parmeliaceae,1129,Fendler's Tuckermannopsis Lichen,3635,Carex buxbaumii Wahlenb.,2130,Large,Landscape,FR,Powlowski-Will,1076,48.4339701,0.098598,France,61015 CEDEX,Hooker,8
2220,8362.58,935.39,8.940206759,3135.9675,2022-10-04,2251-E5L-4626,5226.612499999999,62.499999999999986,Brassicaceae,1027,Golden Bladderpod,3193,Vaccinium crassifolium Andrews ssp. crassifolium,2220,Large,Outdoor,SE,"Spinka, Satterfield and Funk",1140,60.684976,17.153166,Sweden,801 33,Anniversary,91
2041,7770.36,308.27,25.20634509,5143.97832,2023-09-03,1462-6326-725,2626.3816799999995,33.8,Poaceae,1140,Skeletongrass,3710,Pleopeltis thyssanolepis (A. Braun ex Klotzsch) Andrews & Windham [excluded],2041,Large,Outdoor,CN,"Grady, Weber and Fritsch",1358,23.9563274,113.1916737,China,0,Forster,325
2127,11252.51,208.91,53.86295534,5356.19476,2022-07-28,2550-9987-7,5896.31524,52.400000000000006,Apiaceae,1011,Spreading Hedgeparsley,3033,Rubus bushii L.H. Bailey,2127,Medium,Landscape,PH,Grady-Heathcote,2572,12.0379785,124.6581969,Philippines,2614,Clemons,1
2433,8762.76,870.98,10.06080507,6247.84788,2023-03-07,1127-6304-49,2514.91212,28.7,Pterobryaceae,1152,Pohl's Pireella Moss,3772,Ulota hutchinsiae (Sm.) Hammar var. hutchinsiae,2433,Medium,Indoor,CN,"Davis, Thiel and Gleichner",1825,30.8783105,120.0907688,China,0,Dennis,9980
2698,5033.54,560.9,8.974041719,3105.69418,2022-06-19,2277--2685,1927.84582,38.3,Parmeliaceae,1129,Melanelia Lichen,3639,Lecanora monticola H. Magn.,2698,Small,Outdoor,CI,Wisozk-Jenkins,2277,7.6730918,-5.5722297,Ivory Coast,0,Grasskamp,2685
2157,6273.26,84.13,74.56626649,4058.79922,2023-03-17,1876--3,2214.4607800000003,35.300000000000004,Lecanoraceae,1093,Rim Lichen,3513,Arthraxon P. Beauv.,2157,Large,Indoor,CZ,Gutmann Group,2088,49.9321242,17.8000468,Czech Republic,747 51,Birchwood,9
2885,19443.87,662.69,29.34082301,6494.25258,2022-08-14,1242-8601-467,12949.617419999999,66.6,Campanulaceae,1035,Dane's Blood,3227,Githopsis tenella Morin,2885,Small,Indoor,JP,"Lubowitz, Block and Schinner",1243,35.0346917,137.0871404,Japan,861-2236,Pierstorff,305
2027,12034.06,426.94,28.18677097,10277.08724,2022-04-05,1394--9,1756.9727599999987,14.59999999999999,Cyperaceae,1053,Manyspike Flatsedge,3314,Aniba Aubl.,2027,Small,Outdoor,PT,Koss Group,1023,41.2263185,-8.344485,Portugal,4580-290,Katie,335
2006,9291.59,230.03,40.39294875,5156.83245,2023-08-27,1870--4172,4134.75755,44.5,Thelypteridaceae,1180,Resinous Maiden Fern,3913,Oryza glaberrima Steud.,2006,Small,Landscape,PT,"Zieme, Leuschke and Osinski",2148,41.3006835,-8.4787949,Portugal,4825-171,Mallory,5987
2503,10476.72,81.64,128.3282705,7239.41352,2024-03-31,1001--9563,3237.3064799999993,30.899999999999995,Scrophulariaceae,1167,Cutleaf Beardtongue,3868,Lobelia ×speciosa Sweet var. speciosa,2503,Large,Landscape,CN,"Monahan, Stroman and Abernathy",2510,30.108216,104.677091,China,0,Old Gate,4
2078,6772.58,706.77,9.582438417,5492.56238,2023-08-01,1053--65313,1280.0176199999996,18.899999999999995,Onagraceae,1122,Desert Suncup,3597,Kolkwitzia amabilis Graebn.,2078,Medium,Landscape,PH,Kuhn Inc,2470,8.189424,124.086692,Philippines,9202,Marquette,353
2346,9586.85,438.41,21.86731598,4764.66445,2022-02-12,1520--195,4822.18555,50.3,Fabaceae,1066,Pigeon Bundleflower,3412,Pteroglossaspis ecristata (Fernald) Rolfe,2346,Medium,Outdoor,CN,"Ward, Medhurst and Kuphal",2541,23.36225,103.374576,China,0,Anderson,7934
2038,5603.17,432.77,12.9472237,3048.12448,2024-04-13,1959--3,2555.04552,45.6,Rosaceae,1160,Catalina Island Mountain Mahogany,3802,Alnus oblongifolia Torr.,2038,Large,Indoor,CN,Dicki LLC,1066,23.681774,113.056042,China,0,Acker,1
2571,7173.26,355.18,20.19612591,4210.70362,2022-01-10,1197-82007-8528,2962.55638,41.3,Poaceae,1140,Patterson's Bluegrass,3700,Gaura neomexicana Wooton,2571,Medium,Landscape,HR,"Waelchi, Wunsch and Stanton",1579,45.1452956,18.9362522,Croatia,32253,Twin Pines,43247
2512,5442.87,356.56,15.2649484,1670.96109,2023-04-23,2383--4012,3771.90891,69.30000000000001,Rosaceae,1160,Eelkek,3808,Collema furfuraceum (Arnold) Du Rietz var. luzonense (Rasanen) Degel.,2512,Small,Outdoor,CN,Heathcote LLC,2531,28.879936,106.935101,China,0,Sunnyside,5
2882,17075.19,860.37,19.84633355,14787.11454,2022-11-02,1198-45922 CEDEX 9-3932,2288.075459999998,13.39999999999999,Polygalaceae,1142,Smallflower Milkwort,3735,Trichostomum sinaloense (E.B. Bartram) R.H. Zander,2882,Large,Indoor,PL,Halvorson-Ziemann,1405,50.0751569,20.4549189,Poland,32-708,Anderson,7313
2480,7170.33,46.0,155.8767391,5485.30245,2024-02-29,1112-20566-336,1685.0275499999998,23.5,Bryaceae,1028,Orthodontium Moss,3212,Leptospermum morrisonii J. Thomp.,2480,Large,Outdoor,CN,Murazik LLC,2475,28.706919,117.821005,China,0,Jackson,62
2880,10512.38,323.38,32.50782361,6717.41082,2023-02-24,1021-52420-728,3794.969179999999,36.099999999999994,Cactaceae,1032,Kingcup Cactus,3218,Tricharia cretacea Vezda,2880,Small,Outdoor,PH,"Stanton, Bode and Becker",1466,7.8394835,126.0502748,Philippines,8111,Maple,9601
2755,7078.84,192.58,36.75791879,3121.76844,2023-11-06,1496-94000-000-7003,3957.0715600000003,55.900000000000006,Liliaceae,1098,Compact Onion,3520,Draba oreibata J.F. Macbr. & Payson ex Payson var. serpentina Tiehm & P.K. Holmgren,2755,Medium,Outdoor,PH,Ernser-Lebsack,2321,15.9880572,120.3487416,Philippines,2419,Morning,92552
2135,14172.83,809.87,17.50012965,8276.93272,2022-11-23,2367--927,5895.897279999999,41.599999999999994,Lamiaceae,1091,Alabama Skullcap,3489,Acer negundo L. var. californicum (Torr. & A. Gray) Sarg.,2135,Large,Outdoor,PL,Ortiz-Wintheiser,1836,52.6386769,22.563616,Poland,43-356,Hallows,65157
2368,14315.65,32.75,437.119084,9548.53855,2022-03-11,1138-78600-000-41455,4767.11145,33.300000000000004,Cyperaceae,1053,Serpentine Sedge,3320,Phlox griseola Wherry ssp. griseola,2368,Medium,Indoor,CN,Collins and Sons,1266,40.081331,111.395534,China,0,Artisan,309
